Fecha,Determinacion
18/03/09,14.1457
19/03/09,14.08
20/03/09,14.148
21/03/09,NA
22/03/09,NA
23/03/09,14.3204
24/03/09,14.2683
25/03/09,14.2358
26/03/09,14.2163
27/03/09,14.3317
28/03/09,NA
29/03/09,NA
30/03/09,14.3855
31/03/09,14.1517
01/04/09,13.9108
02/04/09,13.7924
03/04/09,13.6137
04/04/09,NA
05/04/09,NA
06/04/09,13.6325
07/04/09,13.5712
08/04/09,13.3648
09/04/09,NA
10/04/09,NA
11/04/09,NA
12/04/09,NA
13/04/09,13.0914
14/04/09,13.086
15/04/09,13.1683
16/04/09,13.0511
17/04/09,13.1558
18/04/09,NA
19/04/09,NA
20/04/09,13.32
21/04/09,13.175
22/04/09,13.1457
23/04/09,13.3099
24/04/09,13.2318
25/04/09,NA
26/04/09,NA
27/04/09,13.755
28/04/09,13.8667
29/04/09,13.6485
30/04/09,13.8443
01/05/09,NA
02/05/09,NA
03/05/09,NA
04/05/09,13.35
05/05/09,13.2242
06/05/09,13.2268
07/05/09,13.1103
08/05/09,13.1067
09/05/09,NA
10/05/09,NA
11/05/09,13.1008
12/05/09,13.2208
13/05/09,13.3177
14/05/09,13.2983
15/05/09,13.2058
16/05/09,NA
17/05/09,NA
18/05/09,13.1363
19/05/09,12.968
20/05/09,12.8695
21/05/09,13.103
22/05/09,13.1728
23/05/09,NA
24/05/09,NA
25/05/09,13.1375
26/05/09,13.1338
27/05/09,13.159
28/05/09,13.2337
29/05/09,13.1667
30/05/09,NA
31/05/09,NA
01/06/09,13.155
02/06/09,13.2609
03/06/09,13.3172
04/06/09,13.2675
05/06/09,13.2768
06/06/09,NA
07/06/09,NA
08/06/09,13.45
09/06/09,13.4793
10/06/09,13.6507
11/06/09,13.4581
12/06/09,13.3997
13/06/09,NA
14/06/09,NA
15/06/09,13.4523
16/06/09,13.3525
17/06/09,13.4698
18/06/09,13.3694
19/06/09,13.3248
20/06/09,NA
21/06/09,NA
22/06/09,13.3782
23/06/09,13.3187
24/06/09,13.3051
25/06/09,13.2778
26/06/09,13.2023
27/06/09,NA
28/06/09,NA
29/06/09,13.1812
30/06/09,13.1722
01/07/09,13.0972
02/07/09,13.1695
03/07/09,13.2428
04/07/09,NA
05/07/09,NA
06/07/09,13.2547
07/07/09,13.2724
08/07/09,13.4333
09/07/09,13.5758
10/07/09,13.7052
11/07/09,NA
12/07/09,NA
13/07/09,13.8105
14/07/09,13.7645
15/07/09,13.6526
16/07/09,13.587
17/07/09,13.3895
18/07/09,NA
19/07/09,NA
20/07/09,13.3158
21/07/09,13.2879
22/07/09,13.2312
23/07/09,13.1915
24/07/09,13.2247
25/07/09,NA
26/07/09,NA
27/07/09,13.2167
28/07/09,13.2825
29/07/09,13.2643
30/07/09,13.2223
31/07/09,13.2125
01/08/09,NA
02/08/09,NA
03/08/09,13.1293
04/08/09,13.1073
05/08/09,13.105
06/08/09,12.9926
07/08/09,12.9349
08/08/09,NA
09/08/09,NA
10/08/09,12.922
11/08/09,12.9937
12/08/09,12.997
13/08/09,12.8658
14/08/09,12.8766
15/08/09,NA
16/08/09,NA
17/08/09,12.9963
18/08/09,12.9555
19/08/09,12.9159
20/08/09,12.8733
21/08/09,12.8227
22/08/09,NA
23/08/09,NA
24/08/09,12.8274
25/08/09,12.8975
26/08/09,13.1378
27/08/09,13.2462
28/08/09,13.2579
29/08/09,NA
30/08/09,NA
31/08/09,13.314
01/09/09,13.5246
02/09/09,13.6427
03/09/09,13.5898
04/09/09,13.4658
05/09/09,NA
06/09/09,NA
07/09/09,13.3646
08/09/09,13.2826
09/09/09,13.3923
10/09/09,13.4582
11/09/09,13.3432
12/09/09,NA
13/09/09,NA
14/09/09,13.3892
15/09/09,13.3475
16/09/09,NA
17/09/09,13.23
18/09/09,13.2413
19/09/09,NA
20/09/09,NA
21/09/09,13.353
22/09/09,13.3186
23/09/09,13.3733
24/09/09,13.4549
25/09/09,13.5243
26/09/09,NA
27/09/09,NA
28/09/09,13.5042
29/09/09,13.5513
30/09/09,13.4928
01/10/09,13.6242
02/10/09,13.6773
03/10/09,NA
04/10/09,NA
05/10/09,13.655
06/10/09,13.4943
07/10/09,13.4673
08/10/09,13.3227
09/10/09,13.255
10/10/09,NA
11/10/09,NA
12/10/09,13.2178
13/10/09,13.1774
14/10/09,13.0779
15/10/09,13.0884
16/10/09,13.1057
17/10/09,NA
18/10/09,NA
19/10/09,13.084
20/10/09,12.9407
21/10/09,12.9196
22/10/09,12.9495
23/10/09,12.9798
24/10/09,NA
25/10/09,NA
26/10/09,13.149
27/10/09,13.2662
28/10/09,13.2823
29/10/09,13.0825
30/10/09,13.1479
31/10/09,NA
01/11/09,NA
02/11/09,NA
03/11/09,13.2908
04/11/09,13.2708
05/11/09,13.343
06/11/09,13.3758
07/11/09,NA
08/11/09,NA
09/11/09,13.2996
10/11/09,13.2308
11/11/09,13.1622
12/11/09,13.2061
13/11/09,13.1012
14/11/09,NA
15/11/09,NA
16/11/09,NA
17/11/09,13.0875
18/11/09,12.9818
19/11/09,13.0502
20/11/09,13.0895
21/11/09,NA
22/11/09,NA
23/11/09,13.0151
24/11/09,12.9305
25/11/09,12.866
26/11/09,12.9475
27/11/09,12.9139
28/11/09,NA
29/11/09,NA
30/11/09,12.9157
01/12/09,12.8557
02/12/09,12.8026
03/12/09,12.6658
04/12/09,12.5969
05/12/09,NA
06/12/09,NA
07/12/09,12.6558
08/12/09,12.8399
09/12/09,12.9862
10/12/09,12.9739
11/12/09,12.9253
12/12/09,NA
13/12/09,NA
14/12/09,12.8105
15/12/09,12.7234
16/12/09,12.698
17/12/09,12.9331
18/12/09,12.8979
19/12/09,NA
20/12/09,NA
21/12/09,12.8121
22/12/09,12.9449
23/12/09,12.8896
24/12/09,12.8793
25/12/09,NA
26/12/09,NA
27/12/09,NA
28/12/09,12.9288
29/12/09,13.0587
30/12/09,13.0437
31/12/09,13.0659
01/01/10,NA
02/01/10,NA
03/01/10,NA
04/01/10,12.9226
05/01/10,12.8241
06/01/10,12.7489
07/01/10,12.7646
08/01/10,12.7243
09/01/10,NA
10/01/10,NA
11/01/10,12.6692
12/01/10,12.7291
13/01/10,12.7698
14/01/10,12.7364
15/01/10,12.6884
16/01/10,NA
17/01/10,NA
18/01/10,12.6664
19/01/10,12.6478
20/01/10,12.7388
21/01/10,12.772
22/01/10,12.9412
23/01/10,NA
24/01/10,NA
25/01/10,12.9018
26/01/10,12.8549
27/01/10,12.9295
28/01/10,12.9975
29/01/10,13.0098
30/01/10,NA
31/01/10,NA
01/02/10,NA
02/02/10,12.8699
03/02/10,12.9395
04/02/10,13.0687
05/02/10,13.1753
06/02/10,NA
07/02/10,NA
08/02/10,13.164
09/02/10,13.0836
10/02/10,13.0601
11/02/10,13.0609
12/02/10,12.9764
13/02/10,NA
14/02/10,NA
15/02/10,12.942
16/02/10,12.8683
17/02/10,12.8781
18/02/10,12.8442
19/02/10,12.8337
20/02/10,NA
21/02/10,NA
22/02/10,12.8017
23/02/10,12.8584
24/02/10,12.8539
25/02/10,12.8503
26/02/10,12.7769
27/02/10,NA
28/02/10,NA
01/03/10,12.7454
02/03/10,12.7259
03/03/10,12.69
04/03/10,12.7182
05/03/10,12.6557
06/03/10,NA
07/03/10,NA
08/03/10,12.6618
09/03/10,12.6574
10/03/10,12.6028
11/03/10,12.6192
12/03/10,12.5527
13/03/10,NA
14/03/10,NA
15/03/10,NA
16/03/10,12.5254
17/03/10,12.4892
18/03/10,12.4729
19/03/10,12.5796
20/03/10,NA
21/03/10,NA
22/03/10,12.6052
23/03/10,12.5284
24/03/10,12.5381
25/03/10,12.5009
26/03/10,12.5426
27/03/10,NA
28/03/10,NA
29/03/10,12.464
30/03/10,12.4145
31/03/10,12.3306
01/04/10,NA
02/04/10,NA
03/04/10,NA
04/04/10,NA
05/04/10,12.2658
06/04/10,12.2454
07/04/10,12.2218
08/04/10,12.2488
09/04/10,12.1997
10/04/10,NA
11/04/10,NA
12/04/10,12.1808
13/04/10,12.2122
14/04/10,12.1827
15/04/10,12.1934
16/04/10,12.2356
17/04/10,NA
18/04/10,NA
19/04/10,12.3064
20/04/10,12.2188
21/04/10,12.1896
22/04/10,12.2405
23/04/10,12.1973
24/04/10,NA
25/04/10,NA
26/04/10,12.1575
27/04/10,12.2278
28/04/10,12.3698
29/04/10,12.2465
30/04/10,12.2626
01/05/10,NA
02/05/10,NA
03/05/10,12.2605
04/05/10,12.4288
05/05/10,12.6635
06/05/10,12.7884
07/05/10,12.9179
08/05/10,NA
09/05/10,NA
10/05/10,12.5297
11/05/10,12.5025
12/05/10,12.4351
13/05/10,12.3501
14/05/10,12.5684
15/05/10,NA
16/05/10,NA
17/05/10,12.6926
18/05/10,12.5787
19/05/10,12.9138
20/05/10,13.1412
21/05/10,13.0338
22/05/10,NA
23/05/10,NA
24/05/10,12.9588
25/05/10,13.1819
26/05/10,12.9955
27/05/10,12.8846
28/05/10,12.8589
29/05/10,NA
30/05/10,NA
31/05/10,12.9146
01/06/10,12.9012
02/06/10,12.8625
03/06/10,12.7644
04/06/10,12.8603
05/06/10,NA
06/06/10,NA
07/06/10,12.9202
08/06/10,12.9288
09/06/10,12.8093
10/06/10,12.7441
11/06/10,12.6748
12/06/10,NA
13/06/10,NA
14/06/10,12.5974
15/06/10,12.6001
16/06/10,12.5878
17/06/10,12.5925
18/06/10,12.54
19/06/10,NA
20/06/10,NA
21/06/10,12.4604
22/06/10,12.5246
23/06/10,12.6984
24/06/10,12.7141
25/06/10,12.7042
26/06/10,NA
27/06/10,NA
28/06/10,12.6567
29/06/10,12.8394
30/06/10,12.8441
01/07/10,13.0325
02/07/10,13.059
03/07/10,NA
04/07/10,NA
05/07/10,13.0953
06/07/10,12.9308
07/07/10,12.8975
08/07/10,12.8232
09/07/10,12.7859
10/07/10,NA
11/07/10,NA
12/07/10,12.8233
13/07/10,12.714
14/07/10,12.7176
15/07/10,12.7795
16/07/10,12.9013
17/07/10,NA
18/07/10,NA
19/07/10,12.9162
20/07/10,12.8549
21/07/10,12.7798
22/07/10,12.756
23/07/10,12.7749
24/07/10,NA
25/07/10,NA
26/07/10,12.6975
27/07/10,12.6469
28/07/10,12.6798
29/07/10,12.7038
30/07/10,12.6455
31/07/10,NA
01/08/10,NA
02/08/10,12.5728
03/08/10,12.6048
04/08/10,12.5535
05/08/10,12.5367
06/08/10,12.655
07/08/10,NA
08/08/10,NA
09/08/10,12.6461
10/08/10,12.6927
11/08/10,12.7432
12/08/10,12.7258
13/08/10,12.7256
14/08/10,NA
15/08/10,NA
16/08/10,12.6458
17/08/10,12.5944
18/08/10,12.6073
19/08/10,12.7226
20/08/10,12.7683
21/08/10,NA
22/08/10,NA
23/08/10,12.8492
24/08/10,12.936
25/08/10,13.0453
26/08/10,12.984
27/08/10,13.0148
28/08/10,NA
29/08/10,NA
30/08/10,13.1367
31/08/10,13.1676
01/09/10,13.0538
02/09/10,13.055
03/09/10,12.9526
04/09/10,NA
05/09/10,NA
06/09/10,12.9395
07/09/10,13.0566
08/09/10,13.0034
09/09/10,12.9853
10/09/10,12.9616
11/09/10,NA
12/09/10,NA
13/09/10,12.8729
14/09/10,12.8355
15/09/10,12.7793
16/09/10,NA
17/09/10,NA
18/09/10,NA
19/09/10,NA
20/09/10,12.7623
21/09/10,12.7594
22/09/10,12.6886
23/09/10,12.6422
24/09/10,12.5491
25/09/10,NA
26/09/10,NA
27/09/10,12.5168
28/09/10,12.5011
29/09/10,12.4801
30/09/10,12.5998
01/10/10,12.5511
02/10/10,NA
03/10/10,NA
04/10/10,12.5875
05/10/10,12.5099
06/10/10,12.4779
07/10/10,12.5277
08/10/10,12.4895
09/10/10,NA
10/10/10,NA
11/10/10,12.4224
12/10/10,12.432
13/10/10,12.3683
14/10/10,12.4101
15/10/10,12.4276
16/10/10,NA
17/10/10,NA
18/10/10,12.4135
19/10/10,12.4818
20/10/10,12.4117
21/10/10,12.3613
22/10/10,12.3877
23/10/10,NA
24/10/10,NA
25/10/10,12.3205
26/10/10,12.3859
27/10/10,12.4776
28/10/10,12.4023
29/10/10,12.3387
30/10/10,NA
31/10/10,NA
01/11/10,12.3452
02/11/10,NA
03/11/10,12.3041
04/11/10,12.2381
05/11/10,12.2055
06/11/10,NA
07/11/10,NA
08/11/10,12.2483
09/11/10,12.2068
10/11/10,12.2714
11/11/10,12.2596
12/11/10,12.2626
13/11/10,NA
14/11/10,NA
15/11/10,NA
16/11/10,12.4353
17/11/10,12.3783
18/11/10,12.2924
19/11/10,12.2996
20/11/10,NA
21/11/10,NA
22/11/10,12.309
23/11/10,12.4577
24/11/10,12.3912
25/11/10,12.3669
26/11/10,12.489
27/11/10,NA
28/11/10,NA
29/11/10,12.5538
30/11/10,12.4664
01/12/10,12.3967
02/12/10,12.3546
03/12/10,12.3597
04/12/10,NA
05/12/10,NA
06/12/10,12.3884
07/12/10,12.4123
08/12/10,12.4484
09/12/10,12.4586
10/12/10,12.4617
11/12/10,NA
12/12/10,NA
13/12/10,12.3869
14/12/10,12.3703
15/12/10,12.3963
16/12/10,12.4505
17/12/10,12.4345
18/12/10,NA
19/12/10,NA
20/12/10,12.417
21/12/10,12.372
22/12/10,12.3379
23/12/10,12.3332
24/12/10,12.3459
25/12/10,NA
26/12/10,NA
27/12/10,12.3653
28/12/10,12.3567
29/12/10,12.3571
30/12/10,12.3817
31/12/10,12.3496
01/01/11,NA
02/01/11,NA
03/01/11,12.2574
04/01/11,12.2619
05/01/11,12.2064
06/01/11,12.2256
07/01/11,12.2369
08/01/11,NA
09/01/11,NA
10/01/11,12.2542
11/01/11,12.1907
12/01/11,12.0757
13/01/11,12.1028
14/01/11,12.0871
15/01/11,NA
16/01/11,NA
17/01/11,12.0299
18/01/11,12.0261
19/01/11,12.0744
20/01/11,12.0903
21/01/11,12.0482
22/01/11,NA
23/01/11,NA
24/01/11,12.0516
25/01/11,12.0856
26/01/11,12.0408
27/01/11,12.0239
28/01/11,12.1214
29/01/11,NA
30/01/11,NA
31/01/11,12.1519
01/02/11,12.017
02/02/11,12.019
03/02/11,12.0499
04/02/11,11.9946
05/02/11,NA
06/02/11,NA
07/02/11,NA
08/02/11,11.9937
09/02/11,12.0432
10/02/11,12.0937
11/02/11,12.0635
12/02/11,NA
13/02/11,NA
14/02/11,12.0461
15/02/11,12.114
16/02/11,12.0957
17/02/11,12.0483
18/02/11,12.0172
19/02/11,NA
20/02/11,NA
21/02/11,12.0558
22/02/11,12.0917
23/02/11,12.19
24/02/11,12.173
25/02/11,12.1235
26/02/11,NA
27/02/11,NA
28/02/11,12.1062
01/03/11,12.0929
02/03/11,12.0981
03/03/11,12.0368
04/03/11,12.0064
05/03/11,NA
06/03/11,NA
07/03/11,12.017
08/03/11,12.0254
09/03/11,11.968
10/03/11,11.9755
11/03/11,11.9441
12/03/11,NA
13/03/11,NA
14/03/11,11.9235
15/03/11,12.0171
16/03/11,12.071
17/03/11,12.0925
18/03/11,12.0615
19/03/11,NA
20/03/11,NA
21/03/11,NA
22/03/11,11.9885
23/03/11,12.0004
24/03/11,11.9555
25/03/11,11.9505
26/03/11,NA
27/03/11,NA
28/03/11,11.959
29/03/11,11.9678
30/03/11,11.9219
31/03/11,11.9084
01/04/11,11.8412
02/04/11,NA
03/04/11,NA
04/04/11,11.8533
05/04/11,11.8322
06/04/11,11.7836
07/04/11,11.7931
08/04/11,11.7421
09/04/11,NA
10/04/11,NA
11/04/11,11.7447
12/04/11,11.8266
13/04/11,11.7907
14/04/11,11.7679
15/04/11,11.709
16/04/11,NA
17/04/11,NA
18/04/11,11.7783
19/04/11,11.6925
20/04/11,11.6252
21/04/11,NA
22/04/11,NA
23/04/11,NA
24/04/11,NA
25/04/11,11.6294
26/04/11,11.5824
27/04/11,11.5868
28/04/11,11.5428
29/04/11,11.5278
30/04/11,NA
01/05/11,NA
02/05/11,11.5023
03/05/11,11.5665
04/05/11,11.6214
05/05/11,11.6934
06/05/11,11.609
07/05/11,NA
08/05/11,NA
09/05/11,11.641
10/05/11,11.6009
11/05/11,11.6075
12/05/11,11.6656
13/05/11,11.7219
14/05/11,NA
15/05/11,NA
16/05/11,11.7094
17/05/11,11.766
18/05/11,11.7234
19/05/11,11.6588
20/05/11,11.6467
21/05/11,NA
22/05/11,NA
23/05/11,11.7292
24/05/11,11.7032
25/05/11,11.6948
26/05/11,11.6956
27/05/11,11.6256
28/05/11,NA
29/05/11,NA
30/05/11,11.6123
31/05/11,11.578
01/06/11,11.6277
02/06/11,11.6739
03/06/11,11.6689
04/06/11,NA
05/06/11,NA
06/06/11,11.6983
07/06/11,11.7196
08/06/11,11.8001
09/06/11,11.7965
10/06/11,11.8686
11/06/11,NA
12/06/11,NA
13/06/11,11.868
14/06/11,11.7982
15/06/11,11.8751
16/06/11,11.9591
17/06/11,11.9006
18/06/11,NA
19/06/11,NA
20/06/11,11.8916
21/06/11,11.813
22/06/11,11.7789
23/06/11,11.8816
24/06/11,11.8822
25/06/11,NA
26/06/11,NA
27/06/11,11.8938
28/06/11,11.8389
29/06/11,11.7748
30/06/11,11.723
01/07/11,11.6368
02/07/11,NA
03/07/11,NA
04/07/11,11.5925
05/07/11,11.6194
06/07/11,11.6544
07/07/11,11.5738
08/07/11,11.6337
09/07/11,NA
10/07/11,NA
11/07/11,11.7274
12/07/11,11.7867
13/07/11,11.717
14/07/11,11.701
15/07/11,11.7178
16/07/11,NA
17/07/11,NA
18/07/11,11.7877
19/07/11,11.6964
20/07/11,11.6638
21/07/11,11.6174
22/07/11,11.6393
23/07/11,NA
24/07/11,NA
25/07/11,11.6641
26/07/11,11.6172
27/07/11,11.6527
28/07/11,11.6821
29/07/11,11.7425
30/07/11,NA
31/07/11,NA
01/08/11,11.7514
02/08/11,11.7657
03/08/11,11.8473
04/08/11,11.9523
05/08/11,11.9794
06/08/11,NA
07/08/11,NA
08/08/11,12.1845
09/08/11,12.371
10/08/11,12.3221
11/08/11,12.3899
12/08/11,12.2992
13/08/11,NA
14/08/11,NA
15/08/11,12.2424
16/08/11,12.2631
17/08/11,12.1651
18/08/11,12.3685
19/08/11,12.2386
20/08/11,NA
21/08/11,NA
22/08/11,12.2948
23/08/11,12.3357
24/08/11,12.3952
25/08/11,12.4259
26/08/11,12.4953
27/08/11,NA
28/08/11,NA
29/08/11,12.4148
30/08/11,12.4838
31/08/11,12.348
01/09/11,12.2616
02/09/11,12.3735
03/09/11,NA
04/09/11,NA
05/09/11,12.5353
06/09/11,12.5102
07/09/11,12.4661
08/09/11,12.4956
09/09/11,12.6324
10/09/11,NA
11/09/11,NA
12/09/11,12.7687
13/09/11,12.8994
14/09/11,12.9646
15/09/11,12.9127
16/09/11,NA
17/09/11,NA
18/09/11,NA
19/09/11,13.186
20/09/11,13.1669
21/09/11,13.4045
22/09/11,13.8917
23/09/11,13.7788
24/09/11,NA
25/09/11,NA
26/09/11,13.6677
27/09/11,13.3414
28/09/11,13.4217
29/09/11,13.4567
30/09/11,13.7994
01/10/11,NA
02/10/11,NA
03/10/11,13.8967
04/10/11,13.9714
05/10/11,13.6675
06/10/11,13.5341
07/10/11,13.3143
08/10/11,NA
09/10/11,NA
10/10/11,13.2751
11/10/11,13.3266
12/10/11,13.2213
13/10/11,13.3647
14/10/11,13.2711
15/10/11,NA
16/10/11,NA
17/10/11,13.2952
18/10/11,13.4445
19/10/11,13.3733
20/10/11,13.6628
21/10/11,13.5996
22/10/11,NA
23/10/11,NA
24/10/11,13.4889
25/10/11,13.4459
26/10/11,13.4914
27/10/11,13.1973
28/10/11,13.1132
29/10/11,NA
30/10/11,NA
31/10/11,13.1802
01/11/11,13.6282
02/11/11,NA
03/11/11,13.4128
04/11/11,13.4698
05/11/11,NA
06/11/11,NA
07/11/11,13.4504
08/11/11,13.3852
09/11/11,13.5252
10/11/11,13.5622
11/11/11,13.4165
12/11/11,NA
13/11/11,NA
14/11/11,13.5122
15/11/11,13.5672
16/11/11,13.5847
17/11/11,13.6375
18/11/11,13.7033
19/11/11,NA
20/11/11,NA
21/11/11,NA
22/11/11,13.9812
23/11/11,14.1291
24/11/11,14.1778
25/11/11,14.2443
26/11/11,NA
27/11/11,NA
28/11/11,14.0344
29/11/11,13.9538
30/11/11,13.61
01/12/11,13.5894
02/12/11,13.5488
03/12/11,NA
04/12/11,NA
05/12/11,13.4786
06/12/11,13.497
07/12/11,13.5118
08/12/11,13.6569
09/12/11,13.6406
10/12/11,NA
11/12/11,NA
12/12/11,NA
13/12/11,13.7714
14/12/11,13.9412
15/12/11,13.823
16/12/11,13.845
17/12/11,NA
18/12/11,NA
19/12/11,13.8542
20/12/11,13.772
21/12/11,13.8526
22/12/11,13.8169
23/12/11,13.8163
24/12/11,NA
25/12/11,NA
26/12/11,13.8483
27/12/11,13.9658
28/12/11,13.9904
29/12/11,13.9787
30/12/11,13.9476
31/12/11,NA
01/01/12,NA
02/01/12,13.9342
03/01/12,13.6882
04/01/12,13.7144
05/01/12,13.7409
06/01/12,13.7228
07/01/12,NA
08/01/12,NA
09/01/12,13.7437
10/01/12,13.6204
11/01/12,13.6592
12/01/12,13.5982
13/01/12,13.6263
14/01/12,NA
15/01/12,NA
16/01/12,13.5401
17/01/12,13.4621
18/01/12,13.3267
19/01/12,13.2516
20/01/12,13.224
21/01/12,NA
22/01/12,NA
23/01/12,13.1383
24/01/12,13.1712
25/01/12,13.1319
26/01/12,12.9325
27/01/12,12.9504
28/01/12,NA
29/01/12,NA
30/01/12,13.0063
31/01/12,13.0077
01/02/12,12.89
02/02/12,12.8038
03/02/12,12.712
04/02/12,NA
05/02/12,NA
06/02/12,NA
07/02/12,12.6472
08/02/12,12.6833
09/02/12,12.72
10/02/12,12.7857
11/02/12,NA
12/02/12,NA
13/02/12,12.7392
14/02/12,12.7753
15/02/12,12.7658
16/02/12,12.8822
17/02/12,12.7856
18/02/12,NA
19/02/12,NA
20/02/12,12.6793
21/02/12,12.7408
22/02/12,12.8296
23/02/12,12.8294
24/02/12,12.8675
25/02/12,NA
26/02/12,NA
27/02/12,12.8779
28/02/12,12.8575
29/02/12,12.7891
01/03/12,12.7764
02/03/12,12.7723
03/03/12,NA
04/03/12,NA
05/03/12,12.8339
06/03/12,12.9777
07/03/12,12.9469
08/03/12,12.784
09/03/12,12.6299
10/03/12,NA
11/03/12,NA
12/03/12,12.715
13/03/12,12.6336
14/03/12,12.6719
15/03/12,12.6591
16/03/12,12.6645
17/03/12,NA
18/03/12,NA
19/03/12,NA
20/03/12,12.6935
21/03/12,12.6833
22/03/12,12.833
23/03/12,12.8035
24/03/12,NA
25/03/12,NA
26/03/12,12.6795
27/03/12,12.6706
28/03/12,12.8039
29/03/12,12.8489
30/03/12,12.8093
31/03/12,NA
01/04/12,NA
02/04/12,12.7691
03/04/12,12.7317
04/04/12,12.8155
05/04/12,NA
06/04/12,NA
07/04/12,NA
08/04/12,NA
09/04/12,12.9902
10/04/12,13.1568
11/04/12,13.1324
12/04/12,13.0736
13/04/12,13.1458
14/04/12,NA
15/04/12,NA
16/04/12,13.2168
17/04/12,13.0816
18/04/12,13.1322
19/04/12,13.2288
20/04/12,13.1171
21/04/12,NA
22/04/12,NA
23/04/12,13.2087
24/04/12,13.1392
25/04/12,13.1667
26/04/12,13.2093
27/04/12,13.0141
28/04/12,NA
29/04/12,NA
30/04/12,12.9942
01/05/12,NA
02/05/12,12.9629
03/05/12,12.9725
04/05/12,13.1344
05/05/12,NA
06/05/12,NA
07/05/12,13.1659
08/05/12,13.3374
09/05/12,13.515
10/05/12,13.447
11/05/12,13.4929
12/05/12,NA
13/05/12,NA
14/05/12,13.6739
15/05/12,13.7302
16/05/12,13.7747
17/05/12,13.7994
18/05/12,13.7809
19/05/12,NA
20/05/12,NA
21/05/12,13.7935
22/05/12,13.7203
23/05/12,14.0335
24/05/12,14.004
25/05/12,14.0156
26/05/12,NA
27/05/12,NA
28/05/12,13.9439
29/05/12,13.9169
30/05/12,14.0749
31/05/12,14.3047
01/06/12,14.3949